"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
"19242",43,"management","single","tertiary","no",1304,"no","no","cellular",6,"aug",501,2,-1,0,"unknown","yes"
"40783",63,"retired","married","unknown","no",538,"no","no","cellular",11,"aug",373,2,-1,0,"unknown","no"
"34939",33,"blue-collar","single","secondary","no",5137,"yes","no","cellular",6,"may",123,1,-1,0,"unknown","no"
"44334",57,"unemployed","divorced","secondary","no",1088,"no","no","cellular",29,"jul",1697,1,-1,0,"unknown","no"
"10988",44,"blue-collar","single","primary","no",99,"no","no","unknown",17,"jun",187,7,-1,0,"unknown","no"
"26718",35,"management","married","tertiary","no",2793,"no","no","cellular",20,"nov",258,2,-1,0,"unknown","no"
"8214",42,"blue-collar","married","secondary","no",443,"yes","no","unknown",2,"jun",671,5,-1,0,"unknown","yes"
"25077",38,"technician","married","tertiary","no",3234,"no","no","cellular",18,"nov",578,2,-1,0,"unknown","yes"
"40879",41,"management","married","tertiary","no",27696,"no","no","cellular",12,"aug",147,2,104,1,"failure","yes"
"10437",36,"entrepreneur","married","primary","no",6317,"no","no","unknown",12,"jun",478,2,-1,0,"unknown","no"
"19538",60,"management","married","tertiary","no",0,"no","no","cellular",7,"aug",401,3,-1,0,"unknown","yes"
"28717",27,"admin.","single","secondary","no",116,"no","no","cellular",30,"jan",46,1,-1,0,"unknown","no"
"28947",43,"admin.","married","secondary","no",877,"yes","no","cellular",2,"feb",135,1,-1,0,"unknown","no"
"42275",18,"student","single","primary","no",608,"no","no","cellular",13,"nov",210,1,93,1,"success","yes"
"41350",33,"technician","single","tertiary","no",2340,"no","no","cellular",31,"aug",65,5,97,3,"failure","no"
"18884",34,"unknown","married","unknown","no",164,"no","no","cellular",4,"aug",119,2,-1,0,"unknown","no"
"15737",58,"retired","married","unknown","no",9004,"no","no","cellular",21,"jul",891,4,-1,0,"unknown","yes"
"29123",29,"technician","single","secondary","no",120,"no","no","cellular",2,"feb",110,3,-1,0,"unknown","no"
"11612",23,"admin.","married","secondary","no",299,"yes","no","unknown",19,"jun",104,1,-1,0,"unknown","no"
"1282",39,"blue-collar","married","primary","no",481,"yes","no","unknown",8,"may",204,1,-1,0,"unknown","no"
"11482",40,"blue-collar","married","primary","no",2132,"no","no","unknown",19,"jun",143,1,-1,0,"unknown","no"
"39695",35,"technician","married","secondary","no",1368,"no","no","cellular",27,"may",329,1,41,2,"other","yes"
"30768",55,"technician","married","secondary","no",517,"yes","yes","cellular",6,"feb",47,3,263,4,"failure","no"
"24738",43,"technician","married","tertiary","no",1201,"yes","yes","cellular",18,"nov",82,1,97,3,"failure","no"
"11406",37,"entrepreneur","married","tertiary","no",678,"no","yes","unknown",19,"jun",395,1,-1,0,"unknown","no"
"8865",29,"blue-collar","married","primary","yes",-303,"yes","yes","unknown",4,"jun",298,3,-1,0,"unknown","no"
"44488",60,"technician","married","secondary","no",824,"yes","no","cellular",9,"aug",265,1,181,8,"success","yes"
"4683",39,"technician","single","secondary","no",1022,"yes","no","unknown",20,"may",1410,2,-1,0,"unknown","yes"
"39920",29,"services","married","secondary","no",399,"no","no","cellular",2,"jun",210,1,-1,0,"unknown","no"
"12076",47,"blue-collar","married","secondary","no",480,"no","no","unknown",20,"jun",9,6,-1,0,"unknown","no"
"22866",57,"technician","married","secondary","no",109,"no","no","cellular",25,"aug",124,4,-1,0,"unknown","no"
"24056",43,"management","married","tertiary","no",1258,"no","no","unknown",20,"oct",312,1,-1,0,"unknown","yes"
"4807",39,"blue-collar","married","primary","no",4146,"yes","yes","unknown",21,"may",353,1,-1,0,"unknown","no"
"38468",48,"blue-collar","single","primary","no",244,"yes","no","cellular",15,"may",54,5,-1,0,"unknown","no"
"4425",40,"technician","married","secondary","no",1259,"no","no","unknown",20,"may",234,5,-1,0,"unknown","no"
"38995",27,"services","single","secondary","no",-195,"yes","no","cellular",18,"may",391,1,-1,0,"unknown","yes"
"43472",23,"student","single","secondary","no",107,"no","no","cellular",13,"apr",256,5,181,2,"success","yes"
"38686",23,"blue-collar","married","primary","no",531,"yes","no","cellular",15,"may",509,3,345,9,"other","no"
"32935",37,"blue-collar","married","primary","no",1796,"yes","yes","cellular",17,"apr",232,2,-1,0,"unknown","no"
"32815",44,"technician","married","secondary","no",-372,"yes","no","cellular",17,"apr",211,3,-1,0,"unknown","no"
"23550",31,"management","married","tertiary","no",60,"no","no","cellular",28,"aug",302,2,-1,0,"unknown","no"
"16520",28,"self-employed","single","secondary","no",3761,"no","yes","cellular",23,"jul",623,3,-1,0,"unknown","no"
"6698",42,"admin.","married","secondary","no",214,"yes","no","unknown",28,"may",21,24,-1,0,"unknown","no"
"30761",27,"blue-collar","married","secondary","no",1024,"no","no","cellular",6,"feb",280,6,-1,0,"unknown","no"
"14964",55,"entrepreneur","married","tertiary","no",12731,"yes","no","cellular",16,"jul",159,6,-1,0,"unknown","no"
"21408",33,"technician","single","secondary","no",199,"no","no","cellular",18,"aug",178,4,-1,0,"unknown","no"
"42460",80,"retired","married","primary","no",155,"no","no","telephone",9,"dec",343,2,-1,0,"unknown","yes"
"35598",53,"blue-collar","married","secondary","no",0,"yes","no","cellular",7,"may",407,2,-1,0,"unknown","no"
"37001",30,"technician","single","secondary","no",1352,"yes","no","cellular",13,"may",321,4,-1,0,"unknown","no"
"29245",41,"services","divorced","secondary","no",840,"yes","no","cellular",2,"feb",938,1,-1,0,"unknown","yes"
"2022",32,"blue-collar","single","primary","no",12,"yes","no","unknown",9,"may",153,4,-1,0,"unknown","no"
"33920",59,"technician","married","secondary","no",2308,"no","no","cellular",30,"apr",815,1,87,1,"other","yes"
"4933",31,"blue-collar","single","secondary","no",58,"yes","no","unknown",21,"may",542,1,-1,0,"unknown","no"
"1571",30,"management","single","tertiary","no",528,"yes","no","unknown",8,"may",145,4,-1,0,"unknown","no"
"24454",39,"admin.","married","primary","no",0,"no","no","cellular",17,"nov",106,1,-1,0,"unknown","no"
"18554",34,"services","married","secondary","no",27,"yes","yes","cellular",31,"jul",249,3,-1,0,"unknown","no"
"5563",32,"admin.","married","secondary","no",497,"yes","no","unknown",23,"may",92,3,-1,0,"unknown","no"
"24699",56,"services","married","secondary","no",1150,"no","yes","cellular",17,"nov",107,1,117,3,"failure","no"
"31028",32,"student","single","tertiary","no",1138,"no","no","telephone",10,"feb",402,3,-1,0,"unknown","yes"
"37056",36,"blue-collar","single","secondary","no",478,"yes","no","cellular",13,"may",610,1,-1,0,"unknown","yes"
"32392",32,"services","married","secondary","no",1273,"yes","no","cellular",16,"apr",1365,2,328,1,"failure","yes"
"44376",53,"admin.","single","secondary","no",2398,"yes","no","cellular",2,"aug",317,1,180,2,"failure","yes"
"41584",54,"unemployed","divorced","secondary","no",1664,"no","no","cellular",15,"sep",106,1,105,3,"success","yes"
"26193",32,"technician","married","tertiary","no",4654,"yes","yes","cellular",20,"nov",276,1,128,2,"failure","yes"
"31048",22,"student","single","secondary","no",381,"no","no","cellular",12,"feb",227,1,-1,0,"unknown","yes"
"10615",51,"management","single","secondary","no",1610,"yes","no","unknown",16,"jun",1248,3,-1,0,"unknown","yes"
"35587",46,"retired","married","primary","no",-35,"yes","no","cellular",7,"may",304,3,-1,0,"unknown","no"
"16989",40,"blue-collar","married","secondary","no",0,"no","no","cellular",25,"jul",96,2,-1,0,"unknown","no"
"2145",31,"technician","married","secondary","no",6890,"yes","no","unknown",12,"may",34,1,-1,0,"unknown","no"
"24070",58,"management","divorced","tertiary","no",26254,"yes","no","unknown",21,"oct",49,1,-1,0,"unknown","no"
"29500",56,"management","married","primary","no",0,"no","no","cellular",3,"feb",996,1,-1,0,"unknown","yes"
"40319",27,"technician","single","secondary","no",2731,"no","no","telephone",16,"jun",30,1,-1,0,"unknown","no"
"41452",64,"retired","married","tertiary","no",1644,"no","no","telephone",7,"sep",569,4,-1,0,"unknown","yes"
"10871",59,"technician","married","secondary","no",4322,"no","no","unknown",17,"jun",174,1,-1,0,"unknown","no"
"17658",46,"technician","married","tertiary","no",529,"yes","yes","cellular",29,"jul",208,2,-1,0,"unknown","no"
"31104",65,"retired","married","tertiary","no",2416,"no","no","cellular",17,"feb",221,2,-1,0,"unknown","yes"
"33199",30,"admin.","single","secondary","no",1473,"yes","no","cellular",20,"apr",401,1,-1,0,"unknown","no"
"8215",41,"technician","single","secondary","no",1680,"yes","no","unknown",2,"jun",76,2,-1,0,"unknown","no"
"836",44,"technician","divorced","secondary","no",-329,"yes","no","unknown",7,"may",171,1,-1,0,"unknown","no"
"15150",27,"services","single","secondary","no",1820,"yes","no","cellular",17,"jul",1027,1,-1,0,"unknown","yes"
"28675",35,"technician","single","secondary","no",951,"yes","no","cellular",30,"jan",163,1,254,1,"failure","no"
"10505",46,"technician","married","secondary","no",68,"yes","yes","unknown",16,"jun",87,3,-1,0,"unknown","no"
"44433",34,"technician","married","secondary","no",0,"yes","no","cellular",5,"aug",231,2,2,3,"success","yes"
"35218",33,"blue-collar","single","secondary","no",381,"yes","no","cellular",7,"may",1957,1,-1,0,"unknown","no"
"23399",40,"management","single","tertiary","no",27,"no","no","cellular",27,"aug",165,6,-1,0,"unknown","no"
"1380",60,"retired","married","primary","no",414,"no","no","unknown",8,"may",395,1,-1,0,"unknown","no"
"43702",27,"blue-collar","single","secondary","no",535,"no","no","cellular",13,"may",159,1,87,3,"success","yes"
"38464",26,"student","single","secondary","no",864,"yes","no","cellular",15,"may",659,1,-1,0,"unknown","yes"
"7418",58,"blue-collar","married","primary","no",5788,"no","no","unknown",29,"may",130,2,-1,0,"unknown","no"
"16289",38,"entrepreneur","divorced","tertiary","no",1690,"no","no","cellular",23,"jul",160,1,-1,0,"unknown","no"
"40754",59,"retired","married","tertiary","no",1425,"no","no","cellular",10,"aug",489,2,102,1,"success","no"
"38100",36,"technician","single","secondary","no",125,"yes","no","cellular",15,"may",676,3,-1,0,"unknown","yes"
"21891",38,"management","single","tertiary","no",38,"no","no","cellular",20,"aug",105,2,-1,0,"unknown","no"
"40061",27,"management","married","secondary","no",2071,"no","no","cellular",4,"jun",449,1,-1,0,"unknown","yes"
"41929",64,"management","married","tertiary","no",4688,"no","no","cellular",21,"oct",200,1,-1,0,"unknown","yes"
"29595",42,"unknown","single","primary","no",2398,"yes","no","cellular",3,"feb",144,2,271,2,"failure","no"
"41279",36,"management","married","tertiary","no",255,"no","no","cellular",25,"aug",242,6,95,4,"success","yes"
"44832",46,"management","divorced","tertiary","no",624,"no","no","cellular",17,"sep",336,2,183,2,"success","yes"
"42437",29,"admin.","single","tertiary","no",135,"no","no","cellular",7,"dec",248,1,-1,0,"unknown","no"
"14354",38,"technician","married","secondary","no",976,"yes","no","cellular",14,"jul",766,3,-1,0,"unknown","yes"
"12546",34,"technician","married","secondary","no",46,"yes","yes","unknown",3,"jul",412,1,-1,0,"unknown","no"
"26538",38,"management","married","tertiary","no",5506,"no","no","cellular",20,"nov",74,1,-1,0,"unknown","no"
"31123",51,"entrepreneur","married","primary","no",1443,"no","no","cellular",18,"feb",172,10,-1,0,"unknown","yes"
"41649",40,"blue-collar","married","secondary","no",1451,"no","no","cellular",30,"sep",117,1,121,1,"success","yes"
"25613",46,"blue-collar","single","primary","no",96,"yes","no","cellular",19,"nov",217,1,-1,0,"unknown","no"
"26741",38,"technician","married","secondary","no",7696,"yes","no","cellular",20,"nov",386,2,-1,0,"unknown","no"
"41200",45,"housemaid","married","secondary","no",4068,"no","no","cellular",20,"aug",184,1,-1,0,"unknown","yes"
"6313",24,"self-employed","single","tertiary","no",2984,"yes","no","unknown",27,"may",935,1,-1,0,"unknown","yes"
"13295",60,"management","married","tertiary","no",0,"yes","no","cellular",8,"jul",59,1,-1,0,"unknown","no"
"35302",25,"student","single","secondary","no",520,"yes","no","cellular",7,"may",236,1,-1,0,"unknown","no"
"11693",48,"self-employed","divorced","secondary","yes",7,"no","no","unknown",20,"jun",633,2,-1,0,"unknown","no"
"10248",36,"admin.","divorced","secondary","no",0,"no","no","unknown",11,"jun",203,3,-1,0,"unknown","no"
"43713",37,"admin.","married","tertiary","no",29,"no","no","cellular",14,"may",404,2,183,2,"other","yes"
"33357",40,"admin.","single","secondary","no",315,"yes","no","cellular",20,"apr",44,1,-1,0,"unknown","no"
"11834",36,"blue-collar","married","primary","no",44,"no","no","unknown",20,"jun",11,2,-1,0,"unknown","no"
"5871",32,"technician","single","secondary","no",0,"yes","yes","unknown",26,"may",916,2,-1,0,"unknown","no"
"4779",54,"retired","divorced","tertiary","no",6102,"yes","yes","unknown",21,"may",86,6,-1,0,"unknown","no"
"14823",36,"management","married","tertiary","no",673,"yes","no","cellular",16,"jul",689,1,-1,0,"unknown","yes"
"35811",52,"blue-collar","married","secondary","no",372,"yes","no","cellular",8,"may",478,1,-1,0,"unknown","no"
"27665",35,"technician","married","secondary","no",587,"no","yes","cellular",21,"nov",23,8,126,5,"other","no"
"42332",57,"housemaid","divorced","primary","no",8278,"no","no","cellular",17,"nov",408,3,-1,0,"unknown","no"
"34083",36,"management","married","tertiary","no",393,"yes","no","cellular",30,"apr",555,2,-1,0,"unknown","yes"
"36811",47,"entrepreneur","married","primary","no",668,"no","no","cellular",12,"may",908,1,-1,0,"unknown","no"
"28224",55,"technician","married","secondary","no",273,"yes","no","cellular",29,"jan",84,3,183,3,"failure","no"
"43278",64,"retired","married","primary","no",43,"no","no","cellular",11,"mar",117,1,91,1,"success","no"
"41195",43,"management","married","tertiary","no",3186,"no","no","cellular",20,"aug",151,1,-1,0,"unknown","no"
"15353",31,"technician","married","secondary","yes",-367,"yes","no","cellular",18,"jul",474,2,-1,0,"unknown","yes"
"29983",49,"blue-collar","divorced","secondary","no",10613,"no","yes","cellular",4,"feb",1226,1,-1,0,"unknown","yes"
"39890",42,"services","married","secondary","no",1376,"yes","no","cellular",2,"jun",271,2,92,4,"success","yes"
"44643",33,"admin.","single","tertiary","no",272,"yes","no","cellular",1,"sep",293,2,92,3,"success","yes"
"15344",33,"blue-collar","married","secondary","no",661,"yes","no","cellular",18,"jul",968,1,-1,0,"unknown","yes"
"33872",28,"admin.","single","secondary","no",377,"no","no","cellular",30,"apr",571,1,-1,0,"unknown","yes"
"35457",45,"blue-collar","married","secondary","no",54,"yes","no","cellular",7,"may",279,1,367,1,"failure","no"
"8066",33,"services","married","secondary","no",847,"yes","no","unknown",2,"jun",127,1,-1,0,"unknown","no"
"25162",48,"blue-collar","married","primary","no",-298,"yes","no","cellular",18,"nov",77,1,-1,0,"unknown","no"
"42391",28,"admin.","married","secondary","no",330,"no","no","cellular",2,"dec",357,1,188,3,"other","yes"
"37807",34,"admin.","married","primary","no",0,"yes","yes","cellular",14,"may",1020,1,-1,0,"unknown","yes"
"40283",37,"admin.","single","tertiary","no",1000,"yes","no","cellular",15,"jun",322,1,90,1,"success","yes"
"11147",27,"admin.","married","secondary","no",-97,"yes","no","unknown",18,"jun",1528,2,-1,0,"unknown","yes"
"44017",45,"management","married","unknown","no",2724,"no","no","cellular",28,"jun",359,2,182,1,"success","yes"
"5877",52,"blue-collar","married","primary","no",241,"yes","no","unknown",26,"may",729,2,-1,0,"unknown","no"
"8153",52,"management","married","secondary","no",218,"yes","no","unknown",2,"jun",490,12,-1,0,"unknown","no"
"43743",64,"retired","married","secondary","no",1612,"no","no","cellular",18,"may",336,1,89,5,"failure","yes"
"41747",66,"retired","single","tertiary","no",0,"no","no","cellular",12,"oct",79,2,-1,0,"unknown","no"
"7404",39,"blue-collar","divorced","secondary","no",94,"yes","no","unknown",29,"may",430,1,-1,0,"unknown","no"
"40441",45,"admin.","married","unknown","no",5511,"no","no","cellular",2,"jul",272,1,-1,0,"unknown","yes"
"26243",31,"services","single","secondary","no",481,"yes","no","cellular",20,"nov",106,2,183,2,"failure","no"
"27437",49,"management","married","tertiary","no",22520,"no","no","cellular",21,"nov",579,9,-1,0,"unknown","yes"
"2411",41,"admin.","married","secondary","no",705,"yes","no","unknown",13,"may",205,1,-1,0,"unknown","no"
"4000",30,"technician","single","secondary","no",863,"yes","no","unknown",16,"may",1193,5,-1,0,"unknown","yes"
"11586",28,"blue-collar","single","primary","no",2340,"yes","no","unknown",19,"jun",399,1,-1,0,"unknown","no"
