"year","age","maritl","race","education","jobclass","wage"
2003,40,"2. Married","1. White","4. College Grad","1. Industrial",81.2832532842527
2003,40,"2. Married","1. White","3. Some College","1. Industrial",80.8581959564691
2009,51,"2. Married","3. Asian","3. Some College","1. Industrial",107.903923866876
2007,76,"2. Married","3. Asian","4. College Grad","1. Industrial",76.8936025176112
2007,57,"4. Divorced","1. White","5. Advanced Degree","1. Industrial",87.9810327856054
2003,27,"5. Separated","1. White","3. Some College","1. Industrial",NA
2005,26,"1. Never Married","2. Black","2. HS Grad","1. Industrial",84.0459576539924
2005,25,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,27,"2. Married","1. White","3. Some College","1. Industrial",101.402052302992
2004,33,"1. Never Married","1. White","3. Some College","2. Information",87.9810327856054
2003,51,"4. Divorced","1. White","1. < HS Grad","1. Industrial",87.9810327856054
2005,22,"1. Never Married","1. White","4. College Grad","2. Information",94.0727147457005
2005,47,"2. Married","1. White","2. HS Grad","1. Industrial",128.199636871795
2009,34,"1. Never Married","1. White","3. Some College","2. Information",136.517655222436
2008,47,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2005,31,"1. Never Married","1. White","3. Some College","1. Industrial",123.089699847943
2005,46,"2. Married","1. White","2. HS Grad","1. Industrial",91.6992261117042
2006,47,"2. Married","1. White","2. HS Grad","2. Information",78.3924668009837
2006,49,"2. Married","1. White","4. College Grad","1. Industrial",154.68529299563
2003,40,"2. Married","2. Black","4. College Grad","1. Industrial",136.15771083723
2004,51,"2. Married","1. White","1. < HS Grad",NA,81.2832532842527
2008,31,"2. Married","1. White","3. Some College","1. Industrial",76.2832778539642
2003,58,"2. Married","1. White","2. HS Grad","2. Information",109.833985642199
2005,48,"2. Married","2. Black","3. Some College","1. Industrial",87.7884362154584
2004,54,"4. Divorced","2. Black","4. College Grad","1. Industrial",NA
2007,NA,"1. Never Married","1. White","5. Advanced Degree","2. Information",154.072997206315
2007,61,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
2009,32,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",138.299126920883
2007,60,"2. Married","1. White","4. College Grad","2. Information",164.646988930328
2006,42,"2. Married","1. White","3. Some College","1. Industrial",138.299126920883
2003,22,"1. Never Married","3. Asian","3. Some College","2. Information",44.9782920272516
2003,46,"2. Married","1. White","3. Some College","1. Industrial",106.723977625299
2005,53,"2. Married","1. White","1. < HS Grad","2. Information",114.475713290347
2008,43,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2009,32,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2009,30,"2. Married","1. White","4. College Grad","1. Industrial",141.77517233318
2009,50,"1. Never Married","2. Black","5. Advanced Degree","2. Information",109.833985642199
2006,40,"2. Married","1. White","5. Advanced Degree","2. Information",277.79948020565
2009,55,"2. Married","1. White","1. < HS Grad","2. Information",79.8549003093467
2004,42,"2. Married","1. White","4. College Grad","2. Information",166.324941233877
2004,35,"1. Never Married","1. White","2. HS Grad","1. Industrial",75.3556793180091
2004,33,"2. Married","1. White","4. College Grad","2. Information",100.086742317948
2004,33,"2. Married","1. White","3. Some College","2. Information",102.870246933215
2003,38,"2. Married","1. White","2. HS Grad","2. Information",118.712094053725
2009,41,"2. Married","1. White","2. HS Grad","2. Information",117.146816914805
2009,42,"2. Married","1. White","5. Advanced Degree","2. Information",123.500017774584
2009,58,"2. Married","1. White","4. College Grad","2. Information",148.413159102577
2009,45,"2. Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
2009,47,"1. Never Married","1. White","2. HS Grad","2. Information",109.833985642199
2005,NA,"2. Married","1. White","2. HS Grad","2. Information",105.927810775063
2009,34,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
2006,43,"2. Married","1. White","5. Advanced Degree","2. Information",149.695042068453
2008,58,"5. Separated","1. White","1. < HS Grad","1. Industrial",NA
2009,44,"2. Married","2. Black","3. Some College","1. Industrial",104.923531700709
2005,28,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2004,46,"2. Married","1. White","3. Some College","2. Information",105.927810775063
2008,36,"2. Married","1. White","3. Some College","1. Industrial",107.903923866876
2007,37,"2. Married","2. Black","2. HS Grad","2. Information",NA
2008,47,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
2007,56,"4. Divorced","1. White","3. Some College","2. Information",99.6894636984864
2009,38,"2. Married","1. White","3. Some College","2. Information",111.720849360989
2007,41,"1. Never Married","2. Black","1. < HS Grad","1. Industrial",NA
2004,62,"2. Married","1. White","3. Some College","2. Information",94.0727147457005
2004,40,"2. Married","1. White","3. Some College","2. Information",87.9810327856054
2004,44,"2. Married","3. Asian","5. Advanced Degree","2. Information",123.089699847943
2007,56,"2. Married","1. White","4. College Grad","1. Industrial",99.6894636984864
2008,51,"2. Married","2. Black","3. Some College","1. Industrial",76.8936025176112
2005,41,"2. Married","1. White","3. Some College","1. Industrial",86.6951548289402
2005,52,"2. Married",NA,"5. Advanced Degree","2. Information",176.989650489877
2008,27,"2. Married","1. White","3. Some College","2. Information",100.764272842107
2004,52,"2. Married","1. White","4. College Grad","1. Industrial",114.475713290347
2005,51,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2009,51,"2. Married","1. White","2. HS Grad","1. Industrial",79.8549003093467
2005,NA,"1. Never Married","1. White","4. College Grad","2. Information",90.4819133566401
2007,49,"1. Never Married","1. White","2. HS Grad","2. Information",57.9709421772731
2007,61,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2006,39,"2. Married","1. White","2. HS Grad","2. Information",99.6894636984864
2005,23,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2007,53,"2. Married","1. White","5. Advanced Degree","1. Industrial",151.805096289083
2004,55,"1. Never Married","3. Asian","3. Some College","2. Information",87.9810327856054
2005,48,"1. Never Married","2. Black","2. HS Grad","2. Information",87.9810327856054
2007,50,"2. Married","1. White","4. College Grad","2. Information",104.921506533664
2009,31,"1. Never Married","1. White","1. < HS Grad","1. Industrial",65.1108537153447
2007,53,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,49,"2. Married","1. White","4. College Grad","1. Industrial",154.68529299563
2003,49,"1. Never Married","1. White","4. College Grad","1. Industrial",130.982177377461
2004,43,"2. Married","1. White","2. HS Grad","1. Industrial",120.589436530402
2007,20,"1. Never Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
2008,NA,"4. Divorced","1. White","2. HS Grad","2. Information",NA
2005,48,"2. Married","1. White","4. College Grad","1. Industrial",152.216806827106
2005,19,"1. Never Married","1. White","2. HS Grad","1. Industrial",70.4760196469445
2004,56,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2003,44,"2. Married","1. White","3. Some College","1. Industrial",101.82435207568
2009,23,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2005,42,"1. Never Married","1. White","4. College Grad","2. Information",101.82435207568
2008,32,"2. Married","1. White","5. Advanced Degree","1. Industrial",118.884359339886
2003,32,"1. Never Married","1. White","2. HS Grad","1. Industrial",73.7757432746946
2003,43,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,57,"1. Never Married","2. Black","4. College Grad","1. Industrial",138.610994032645
2008,26,"2. Married","2. Black","3. Some College","2. Information",109.833985642199
2009,67,"4. Divorced","1. White","3. Some College","2. Information",NA
2004,31,"2. Married","1. White","5. Advanced Degree","2. Information",176.989650489877
2006,49,"4. Divorced","1. White","3. Some College","2. Information",103.90247060316
2005,29,"1. Never Married","1. White","4. College Grad","1. Industrial",128.680488220624
2008,41,"2. Married","1. White","3. Some College","1. Industrial",108.874525834712
2006,35,"2. Married","1. White","2. HS Grad","2. Information",87.9810327856054
2009,39,"2. Married","1. White","2. HS Grad","1. Industrial",95.2307125669819
2004,33,"5. Separated","2. Black","3. Some College","2. Information",NA
2009,53,"2. Married","1. White","4. College Grad","2. Information",141.77517233318
2009,43,"2. Married","3. Asian","4. College Grad","2. Information",123.089699847943
2004,36,"2. Married","1. White","4. College Grad","2. Information",94.6540203819701
2004,38,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2003,58,"2. Married","1. White","2. HS Grad","1. Industrial",104.921506533664
2004,45,"2. Married","1. White","4. College Grad","2. Information",123.089699847943
2005,34,"1. Never Married","2. Black","2. HS Grad","1. Industrial",94.5960991038653
2007,30,"2. Married","1. White","4. College Grad","2. Information",127.115743812184
2008,21,"1. Never Married","1. White","2. HS Grad","1. Industrial",29.3769761006037
2003,39,"2. Married","1. White","4. College Grad","2. Information",129.453644576625
2006,28,"1. Never Married","2. Black","3. Some College","1. Industrial",109.833985642199
2008,54,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
2007,24,"1. Never Married","1. White","3. Some College","1. Industrial",90.4819133566401
2005,57,"2. Married","1. White","5. Advanced Degree","1. Industrial",70.8150386167557
2003,48,"5. Separated","2. Black","2. HS Grad","2. Information",NA
2004,31,"2. Married","1. White","3. Some College","2. Information",109.833985642199
2006,47,"1. Never Married","1. White","5. Advanced Degree","2. Information",182.020620963512
2004,44,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
2004,30,"1. Never Married","1. White","2. HS Grad","1. Industrial",70.4760196469445
2003,41,"1. Never Married","1. White","4. College Grad","2. Information",130.982177377461
2008,26,"1. Never Married","1. White","4. College Grad","1. Industrial",105.927810775063
2009,32,"1. Never Married","3. Asian","3. Some College","1. Industrial",109.833985642199
2009,39,"2. Married","1. White","2. HS Grad","2. Information",NA
2004,42,"2. Married","2. Black","3. Some College","2. Information",111.720849360989
2005,24,"1. Never Married","1. White","4. College Grad","2. Information",172.217265521809
2006,44,"4. Divorced","1. White","5. Advanced Degree","2. Information",NA
2006,30,"1. Never Married","3. Asian","4. College Grad","2. Information",127.115743812184
2006,58,"2. Married","1. White","4. College Grad","2. Information",134.705375118879
2008,33,"1. Never Married","1. White","2. HS Grad","2. Information",NA
2008,56,"2. Married","1. White","2. HS Grad","1. Industrial",94.0727147457005
2005,28,"2. Married","1. White","3. Some College","1. Industrial",96.9340904570115
2008,41,"2. Married","3. Asian","5. Advanced Degree","2. Information",276.778413321176
2009,22,"2. Married","1. White","3. Some College","1. Industrial",32.3664131748549
2004,37,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2006,18,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2004,37,"1. Never Married","1. White","4. College Grad","2. Information",84.7183897030478
2007,43,"2. Married","1. White","4. College Grad","1. Industrial",NA
2008,49,"2. Married","2. Black","2. HS Grad","2. Information",94.0727147457005
2005,36,"2. Married","1. White","4. College Grad","1. Industrial",134.705375118879
2007,47,"2. Married","2. Black","5. Advanced Degree","1. Industrial",81.2832532842527
2003,52,"2. Married","1. White","4. College Grad","1. Industrial",134.705375118879
2009,34,"2. Married","1. White","3. Some College","1. Industrial",114.475713290347
2004,62,"2. Married","1. White","4. College Grad","2. Information",130.982177377461
2007,44,"2. Married","1. White","1. < HS Grad","1. Industrial",104.921506533664
2005,48,"2. Married","1. White","1. < HS Grad","1. Industrial",152.216806827106
2007,51,"2. Married","1. White","2. HS Grad","2. Information",124.720446242886
2009,35,"1. Never Married","1. White","4. College Grad","1. Industrial",148.413159102577
2003,42,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,34,"1. Never Married","1. White","4. College Grad","1. Industrial",82.6796372966372
2003,50,"2. Married","3. Asian","4. College Grad","1. Industrial",94.0727147457005
2006,50,"4. Divorced","1. White","4. College Grad","2. Information",NA
2004,55,"2. Married","1. White","4. College Grad","2. Information",46.7632687977187
2009,56,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,50,"2. Married","1. White","2. HS Grad","2. Information",130.982177377461
2009,44,"2. Married","1. White","4. College Grad","2. Information",94.0727147457005
2005,30,"2. Married","1. White","4. College Grad","2. Information",99.6894636984864
2005,34,"2. Married","1. White","4. College Grad","2. Information",128.680488220624
2007,50,"4. Divorced","1. White","2. HS Grad","2. Information",NA
2004,51,"2. Married","1. White","4. College Grad","2. Information",110.782650276254
2003,53,"2. Married","2. Black","3. Some College",NA,99.6894636984864
2004,40,"1. Never Married","2. Black","5. Advanced Degree","2. Information",91.6992261117042
2006,34,"2. Married","1. White","2. HS Grad","2. Information",82.6796372966372
2006,36,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
2005,44,"2. Married","1. White","3. Some College","2. Information",148.413159102577
2008,54,"2. Married","3. Asian","2. HS Grad","1. Industrial",95.2307125669819
